gsm,lib_id,title,donor,visit,tetramer,cell_type,qc_pass,timepoint,pb_group
GSM7954957,lib43328,1_DR0401_Day 60_lib43328,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954958,lib43329,1_DR0701_Day 60_lib43329,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7954960,lib43331,1_DR0401_Day 60_lib43331,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954962,lib43333,1_DR0401_Day 60_lib43333,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954966,lib43337,1_DR0401_Day 60_lib43337,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954967,lib43338,1_DR0401_Day 60_lib43338,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954968,lib43339,1_DR0401_Day 60_lib43339,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954970,lib43341,1_DR0401_Day 60_lib43341,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954971,lib43342,1_DR0701_Day 60_lib43342,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7954972,lib43343,1_DR0401_Day 60_lib43343,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954973,lib43344,1_DR0401_Day 60_lib43344,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954974,lib43345,1_DR0401_Day 60_lib43345,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954976,lib43347,1_DR0401_Day 60_lib43347,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954977,lib43348,1_DR0701_Day 60_lib43348,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7954978,lib43349,1_DR0701_Day 60_lib43349,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7954979,lib43350,1_DR0401_Day 60_lib43350,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954981,lib43352,1_DR0401_Day 60_lib43352,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954982,lib43353,1_DR0401_Day 60_lib43353,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954983,lib43354,1_DR0401_Day 60_lib43354,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954984,lib43355,1_DR0401_Day 60_lib43355,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954985,lib43356,1_DR0401_Day 60_lib43356,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954986,lib43357,1_DR0401_Day 60_lib43357,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954988,lib43359,1_DR0401_Day 60_lib43359,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954989,lib43360,1_DR0401_Day 60_lib43360,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954992,lib43363,1_DR0401_Day 60_lib43363,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954993,lib43364,1_DR0401_Day 60_lib43364,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954994,lib43365,1_DR0401_Day 60_lib43365,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954995,lib43366,1_DR0401_Day 60_lib43366,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954997,lib43368,1_DR0401_Day 60_lib43368,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954998,lib43369,1_DR0401_Day 60_lib43369,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7954999,lib43370,1_DR0701_Day 60_lib43370,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7955001,lib43372,1_DR0401_Day 60_lib43372,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955002,lib43373,1_DR0401_Day 60_lib43373,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955003,lib43374,1_DR0401_Day 60_lib43374,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955004,lib43375,1_DR0401_Day 60_lib43375,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955005,lib43376,1_DR0401_Day 60_lib43376,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955006,lib43377,1_DR0401_Day 60_lib43377,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955008,lib43379,1_DR0401_Day 60_lib43379,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955009,lib43380,1_DR0401_Day 60_lib43380,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955010,lib43381,1_DR0401_Day 60_lib43381,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955013,lib43384,1_DR0401_Day 60_lib43384,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955014,lib43385,1_DR0401_Day 60_lib43385,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955015,lib43386,1_DR0401_Day 60_lib43386,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955016,lib43387,1_DR0401_Day 60_lib43387,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955017,lib43388,1_DR0401_Day 60_lib43388,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955018,lib43389,1_DR0401_Day 60_lib43389,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955019,lib43390,1_DR0401_Day 60_lib43390,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955021,lib43392,1_DR0401_Day 60_lib43392,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955022,lib43393,1_DR0401_Day 60_lib43393,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955023,lib43394,1_DR0401_Day 60_lib43394,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955024,lib43395,1_DR0401_Day 60_lib43395,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955025,lib43396,1_DR0401_Day 60_lib43396,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955027,lib43398,1_DR0701_Day 60_lib43398,1,Day 60,DR0701,CD4 T cell,TRUE,D60,1_D60
GSM7955029,lib43400,1_DR0401_Day 60_lib43400,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955030,lib43401,1_DR0401_Day 60_lib43401,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955031,lib43402,1_DR0401_Day 60_lib43402,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955032,lib43403,1_DR0401_Day 60_lib43403,1,Day 60,DR0401,CD4 T cell,TRUE,D60,1_D60
GSM7955033,lib43500,6_DR0404_Day 60_lib43500,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955034,lib43501,6_DR0404_Day 60_lib43501,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955035,lib43502,6_DR0404_Day 60_lib43502,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955036,lib43503,6_DR0404_Day 60_lib43503,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955038,lib43505,6_DR0404_Day 60_lib43505,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955039,lib43506,6_DR0404_Day 60_lib43506,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955042,lib43509,6_DR0404_Day 60_lib43509,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955043,lib43510,6_DR0404_Day 60_lib43510,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955044,lib43511,6_DR0404_Day 60_lib43511,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955045,lib43512,6_DR0404_Day 60_lib43512,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955046,lib43513,6_DR0404_Day 60_lib43513,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955047,lib43514,6_DR0404_Day 60_lib43514,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955048,lib43515,6_DR0404_Day 60_lib43515,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955049,lib43516,6_DR0404_Day 60_lib43516,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955051,lib43518,6_DR0404_Day 60_lib43518,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955052,lib43519,6_DR0404_Day 60_lib43519,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955053,lib43520,6_DR0404_Day 60_lib43520,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955054,lib43521,6_DR0404_Day 60_lib43521,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955055,lib43522,6_DR0404_Day 60_lib43522,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955056,lib43523,6_DR0404_Day 60_lib43523,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955057,lib43524,6_DR0404_Day 60_lib43524,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955058,lib43525,6_DR0404_Day 60_lib43525,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955059,lib43526,6_DR0404_Day 60_lib43526,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955060,lib43527,6_DR0404_Day 60_lib43527,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955062,lib43529,6_DR0404_Day 60_lib43529,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955063,lib43530,6_DR0404_Day 60_lib43530,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955066,lib43533,6_DR0404_Day 60_lib43533,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955068,lib43535,6_DR0404_Day 60_lib43535,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955071,lib43538,6_DR0404_Day 60_lib43538,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955073,lib43540,6_DR0404_Day 60_lib43540,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955074,lib43541,6_DR0404_Day 60_lib43541,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955075,lib43542,6_DR0404_Day 60_lib43542,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955076,lib43543,6_DR0404_Day 60_lib43543,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955077,lib43544,6_DR0404_Day 60_lib43544,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955079,lib43546,6_DR0404_Day 60_lib43546,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955080,lib43547,6_DR0404_Day 60_lib43547,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955081,lib43548,6_DR0404_Day 60_lib43548,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955083,lib43550,6_DR0404_Day 60_lib43550,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955084,lib43551,6_DR0404_Day 60_lib43551,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955085,lib43552,6_DR0404_Day 60_lib43552,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955087,lib43554,6_DR0404_Day 60_lib43554,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955088,lib43555,6_DR0404_Day 60_lib43555,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955089,lib43556,6_DR0404_Day 60_lib43556,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955090,lib43557,6_DR0404_Day 60_lib43557,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955091,lib43558,6_DR0404_Day 60_lib43558,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955092,lib43559,6_DR0404_Day 60_lib43559,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955095,lib43562,6_DR0404_Day 60_lib43562,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955098,lib43565,6_DR0404_Day 60_lib43565,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955099,lib43566,6_DR0404_Day 60_lib43566,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955100,lib43567,6_DR0404_Day 60_lib43567,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955101,lib43568,6_DR0404_Day 60_lib43568,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955102,lib43569,6_DR0404_Day 60_lib43569,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955103,lib43570,6_DR0404_Day 60_lib43570,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955104,lib43571,6_DR0404_Day 60_lib43571,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955105,lib43572,6_DR0404_Day 60_lib43572,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955106,lib43573,6_DR0404_Day 60_lib43573,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955107,lib43574,6_DR0404_Day 60_lib43574,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955108,lib43575,6_DR0404_Day 60_lib43575,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955110,lib43577,6_DR0404_Day 60_lib43577,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955111,lib43578,6_DR0404_Day 60_lib43578,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955112,lib43579,6_DR0404_Day 60_lib43579,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955114,lib43581,6_DR0404_Day 60_lib43581,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955115,lib43582,6_DR0404_Day 60_lib43582,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955116,lib43583,6_DR0404_Day 60_lib43583,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955117,lib43584,6_DR0404_Day 60_lib43584,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955118,lib43585,6_DR0404_Day 60_lib43585,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955119,lib43586,6_DR0404_Day 60_lib43586,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955120,lib43587,6_DR0404_Day 60_lib43587,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955122,lib43589,6_DR0404_Day 60_lib43589,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955124,lib43591,6_DR0404_Day 60_lib43591,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955126,lib43593,6_DR0404_Day 60_lib43593,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955127,lib43594,6_DR0404_Day 60_lib43594,6,Day 60,DR0404,CD4 T cell,TRUE,D60,6_D60
GSM7955129,lib43596,2_DR0701_Day 74_lib43596,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955130,lib43597,2_DR0701_Day 74_lib43597,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955131,lib43598,2_DR0701_Day 74_lib43598,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955132,lib43599,2_DR0701_Day 74_lib43599,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955133,lib43600,2_DR0701_Day 74_lib43600,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955134,lib43601,2_DR0701_Day 74_lib43601,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955136,lib43603,2_DR0701_Day 74_lib43603,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955137,lib43604,2_DR0701_Day 74_lib43604,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955139,lib43606,2_DR0701_Day 74_lib43606,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955142,lib43609,2_DR0701_Day 74_lib43609,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955143,lib43610,2_DR0701_Day 74_lib43610,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955144,lib43611,2_DR0701_Day 74_lib43611,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955145,lib43612,2_DR0701_Day 74_lib43612,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955146,lib43613,2_DR0701_Day 74_lib43613,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955149,lib43616,2_DR0701_Day 74_lib43616,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955150,lib43617,2_DR0701_Day 74_lib43617,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955151,lib43618,2_DR0701_Day 74_lib43618,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955152,lib43619,2_DR0701_Day 74_lib43619,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955153,lib43620,2_DR0701_Day 74_lib43620,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955154,lib43621,2_DR0701_Day 74_lib43621,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955155,lib43622,2_DR0701_Day 74_lib43622,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955156,lib43623,2_DR0701_Day 74_lib43623,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955158,lib43625,2_DR0701_Day 74_lib43625,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955159,lib43626,2_DR0701_Day 74_lib43626,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955160,lib43627,2_DR0701_Day 74_lib43627,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955161,lib43628,2_DR0701_Day 74_lib43628,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955162,lib43629,2_DR0701_Day 74_lib43629,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955163,lib43630,2_DR0701_Day 74_lib43630,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955164,lib43631,2_DR0701_Day 74_lib43631,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955165,lib43632,2_DR0701_Day 74_lib43632,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955166,lib43633,2_DR0701_Day 74_lib43633,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955168,lib43635,2_DR0701_Day 74_lib43635,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955169,lib43636,2_DR0701_Day 74_lib43636,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955170,lib43637,2_DR0701_Day 74_lib43637,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955171,lib43638,2_DR0701_Day 74_lib43638,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955172,lib43639,2_DR0701_Day 74_lib43639,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955173,lib43640,2_DR0701_Day 74_lib43640,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955174,lib43641,2_DR0701_Day 74_lib43641,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955175,lib43642,2_DR0701_Day 74_lib43642,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955176,lib43643,2_DR0701_Day 74_lib43643,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955177,lib43644,2_DR0701_Day 74_lib43644,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955178,lib43645,2_DR0701_Day 74_lib43645,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955179,lib43646,2_DR0701_Day 74_lib43646,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955180,lib43647,2_DR0701_Day 74_lib43647,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955181,lib43648,2_DR0701_Day 74_lib43648,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955184,lib43651,2_DR0701_Day 74_lib43651,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955186,lib43653,2_DR0701_Day 74_lib43653,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955187,lib43654,2_DR0701_Day 74_lib43654,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955188,lib43655,2_DR0701_Day 74_lib43655,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955190,lib43657,2_DR0701_Day 74_lib43657,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955191,lib43658,2_DR0701_Day 74_lib43658,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955192,lib43659,2_DR0701_Day 74_lib43659,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955195,lib43662,2_DR0701_Day 74_lib43662,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955196,lib43663,2_DR0701_Day 74_lib43663,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955197,lib43664,2_DR0701_Day 74_lib43664,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955199,lib43666,2_DR0701_Day 74_lib43666,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955200,lib43667,2_DR0701_Day 74_lib43667,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955201,lib43668,2_DR0701_Day 74_lib43668,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955202,lib43669,2_DR0701_Day 74_lib43669,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955204,lib43671,2_DR0701_Day 74_lib43671,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955205,lib43672,2_DR0701_Day 74_lib43672,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955207,lib43674,2_DR0701_Day 74_lib43674,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955208,lib43675,2_DR0701_Day 74_lib43675,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955210,lib43677,2_DR0701_Day 74_lib43677,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955211,lib43678,2_DR0701_Day 74_lib43678,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955213,lib43680,2_DR0701_Day 74_lib43680,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955214,lib43681,2_DR0701_Day 74_lib43681,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955215,lib43682,2_DR0701_Day 74_lib43682,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955218,lib43685,2_DR0701_Day 74_lib43685,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955220,lib43687,2_DR0701_Day 74_lib43687,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955221,lib43688,2_DR0701_Day 74_lib43688,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955224,lib43691,2_DR0701_Day 74_lib43691,2,Day 74,DR0701,CD4 T cell,TRUE,D74,2_D74
GSM7955227,lib44026,8_DR0401_Day 60_lib44026,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955228,lib44027,8_DR0401_Day 60_lib44027,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955229,lib44028,8_DR0401_Day 60_lib44028,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955232,lib44031,8_DR0401_Day 60_lib44031,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955235,lib44034,8_DR0401_Day 60_lib44034,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955237,lib44036,8_DR0401_Day 60_lib44036,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955239,lib44038,8_DR0401_Day 60_lib44038,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955242,lib44041,8_DR0401_Day 60_lib44041,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955243,lib44042,8_DR0401_Day 60_lib44042,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955245,lib44044,8_DR0401_Day 60_lib44044,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955246,lib44045,8_DR0401_Day 60_lib44045,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955247,lib44046,8_DR0401_Day 60_lib44046,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955248,lib44047,8_DR0401_Day 60_lib44047,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955249,lib44048,8_DR0401_Day 60_lib44048,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955250,lib44049,8_DR0401_Day 60_lib44049,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955252,lib44051,8_DR0401_Day 60_lib44051,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955254,lib44053,8_DR0401_Day 60_lib44053,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955255,lib44054,8_DR0401_Day 60_lib44054,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955256,lib44055,8_DR0401_Day 60_lib44055,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955257,lib44056,8_DR0401_Day 60_lib44056,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955258,lib44057,8_DR0401_Day 60_lib44057,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955259,lib44058,8_DR0401_Day 60_lib44058,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955260,lib44059,8_DR0401_Day 60_lib44059,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
GSM7955261,lib44060,8_DR0401_Day 60_lib44060,8,Day 60,DR0401,CD4 T cell,TRUE,D60,8_D60
