gsm,lib_id,title,donor,visit,tetramer,cell_type,qc_pass,timepoint,pb_group
GSM7954302,lib42574,6_DR0404_Day 14_lib42574,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954303,lib42575,6_DR0404_Day 14_lib42575,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954304,lib42576,6_DR0404_Day 14_lib42576,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954306,lib42578,6_DR0404_Day 14_lib42578,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954307,lib42579,6_DR0404_Day 14_lib42579,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954308,lib42580,6_DR0404_Day 14_lib42580,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954309,lib42581,6_DR0404_Day 14_lib42581,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954310,lib42582,6_DR0404_Day 14_lib42582,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954312,lib42584,6_DR0404_Day 14_lib42584,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954313,lib42585,6_DR0404_Day 14_lib42585,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954314,lib42586,6_DR0404_Day 14_lib42586,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954317,lib42589,6_DR0404_Day 14_lib42589,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954318,lib42590,6_DR0404_Day 14_lib42590,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954319,lib42591,6_DR0404_Day 14_lib42591,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954320,lib42592,6_DR0404_Day 14_lib42592,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954321,lib42593,6_DR0404_Day 14_lib42593,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954322,lib42594,6_DR0404_Day 14_lib42594,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954323,lib42595,6_DR0404_Day 14_lib42595,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954324,lib42596,6_DR0404_Day 14_lib42596,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954325,lib42597,6_DR0404_Day 14_lib42597,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954326,lib42598,6_DR0404_Day 14_lib42598,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954327,lib42599,6_DR0404_Day 14_lib42599,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954328,lib42600,6_DR0404_Day 14_lib42600,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954329,lib42601,6_DR0404_Day 14_lib42601,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954330,lib42602,6_DR0404_Day 14_lib42602,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954331,lib42603,6_DR0404_Day 14_lib42603,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954332,lib42604,6_DR0404_Day 14_lib42604,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954333,lib42605,6_DR0404_Day 14_lib42605,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954334,lib42606,6_DR0404_Day 14_lib42606,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954335,lib42607,6_DR0404_Day 14_lib42607,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954336,lib42608,6_DR0404_Day 14_lib42608,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954337,lib42609,6_DR0404_Day 14_lib42609,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954338,lib42610,6_DR0404_Day 14_lib42610,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954339,lib42611,6_DR0404_Day 14_lib42611,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954340,lib42612,6_DR0404_Day 14_lib42612,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954341,lib42613,6_DR0404_Day 14_lib42613,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954342,lib42614,6_DR0404_Day 14_lib42614,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954343,lib42615,6_DR0404_Day 14_lib42615,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954344,lib42616,6_DR0404_Day 14_lib42616,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954345,lib42617,6_DR0404_Day 14_lib42617,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954346,lib42618,6_DR0404_Day 14_lib42618,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954347,lib42619,6_DR0404_Day 14_lib42619,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954348,lib42620,6_DR0404_Day 14_lib42620,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954349,lib42621,6_DR0404_Day 14_lib42621,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954350,lib42622,6_DR0404_Day 14_lib42622,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954351,lib42623,6_DR0404_Day 14_lib42623,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954352,lib42624,6_DR0404_Day 14_lib42624,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954353,lib42625,6_DR0404_Day 14_lib42625,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954354,lib42626,6_DR0404_Day 14_lib42626,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954355,lib42627,6_DR0404_Day 14_lib42627,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954356,lib42628,6_DR0404_Day 14_lib42628,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954357,lib42629,6_DR0404_Day 14_lib42629,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954358,lib42630,6_DR0404_Day 14_lib42630,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954359,lib42631,6_DR0404_Day 14_lib42631,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954360,lib42632,6_DR0404_Day 14_lib42632,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954362,lib42634,6_DR0404_Day 14_lib42634,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954363,lib42635,6_DR0404_Day 14_lib42635,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954364,lib42636,6_DR0404_Day 14_lib42636,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954365,lib42637,6_DR0404_Day 14_lib42637,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954366,lib42638,6_DR0404_Day 14_lib42638,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954367,lib42639,6_DR0404_Day 14_lib42639,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954368,lib42640,6_DR0404_Day 14_lib42640,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954369,lib42641,6_DR0404_Day 14_lib42641,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954370,lib42642,6_DR0404_Day 14_lib42642,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954371,lib42643,6_DR0404_Day 14_lib42643,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954372,lib42644,6_DR0404_Day 14_lib42644,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954373,lib42645,6_DR0404_Day 14_lib42645,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954374,lib42646,6_DR0404_Day 14_lib42646,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954375,lib42647,6_DR0404_Day 14_lib42647,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954376,lib42648,6_DR0404_Day 14_lib42648,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954377,lib42649,6_DR0404_Day 14_lib42649,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954378,lib42650,6_DR0404_Day 14_lib42650,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954380,lib42652,6_DR0404_Day 14_lib42652,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954381,lib42653,6_DR0404_Day 14_lib42653,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954382,lib42654,6_DR0404_Day 14_lib42654,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954383,lib42655,6_DR0404_Day 14_lib42655,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954384,lib42656,6_DR0404_Day 14_lib42656,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954385,lib42657,6_DR0404_Day 14_lib42657,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954386,lib42658,6_DR0404_Day 14_lib42658,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954387,lib42659,6_DR0404_Day 14_lib42659,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954388,lib42660,6_DR0404_Day 14_lib42660,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954389,lib42661,6_DR0404_Day 14_lib42661,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954390,lib42662,6_DR0404_Day 14_lib42662,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954391,lib42663,6_DR0404_Day 14_lib42663,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954392,lib42664,6_DR0404_Day 14_lib42664,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954393,lib42665,6_DR0404_Day 14_lib42665,6,Day 14,DR0404,CD4 T cell,TRUE,D14,6_D14
GSM7954394,lib42666,8_DR0401_Day 14_lib42666,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954395,lib42667,8_DR0401_Day 14_lib42667,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954397,lib42669,8_DR0401_Day 14_lib42669,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954398,lib42670,8_DR0401_Day 14_lib42670,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954399,lib42671,8_DR0401_Day 14_lib42671,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954400,lib42672,8_DR0401_Day 14_lib42672,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954401,lib42673,8_DR0401_Day 14_lib42673,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954402,lib42674,8_DR0401_Day 14_lib42674,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954404,lib42676,8_DR0401_Day 14_lib42676,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954406,lib42678,8_DR0401_Day 14_lib42678,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954407,lib42679,8_DR0401_Day 14_lib42679,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954408,lib42680,8_DR0401_Day 14_lib42680,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954409,lib42681,8_DR0401_Day 14_lib42681,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954410,lib42682,8_DR0401_Day 14_lib42682,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954411,lib42683,8_DR0401_Day 14_lib42683,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954412,lib42684,8_DR0401_Day 14_lib42684,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954414,lib42686,8_DR0401_Day 14_lib42686,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954415,lib42687,8_DR0401_Day 14_lib42687,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954416,lib42688,8_DR0401_Day 14_lib42688,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954417,lib42689,8_DR0401_Day 14_lib42689,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954418,lib42690,8_DR0401_Day 14_lib42690,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954419,lib42691,8_DR0401_Day 14_lib42691,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954420,lib42692,8_DR0401_Day 14_lib42692,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954424,lib42696,8_DR0401_Day 14_lib42696,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954425,lib42697,8_DR0401_Day 14_lib42697,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954426,lib42698,8_DR0401_Day 14_lib42698,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954427,lib42699,8_DR0401_Day 14_lib42699,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954428,lib42700,8_DR0401_Day 14_lib42700,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954429,lib42701,8_DR0401_Day 14_lib42701,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954430,lib42702,8_DR0401_Day 14_lib42702,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954431,lib42703,8_DR0401_Day 14_lib42703,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954432,lib42704,8_DR0401_Day 14_lib42704,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954433,lib42705,8_DR0401_Day 14_lib42705,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954434,lib42706,8_DR0401_Day 14_lib42706,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954435,lib42707,8_DR0401_Day 14_lib42707,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954437,lib42709,8_DR0401_Day 14_lib42709,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954439,lib42711,8_DR0401_Day 14_lib42711,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954442,lib42714,8_DR0401_Day 14_lib42714,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954443,lib42715,8_DR0401_Day 14_lib42715,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954444,lib42716,8_DR0401_Day 14_lib42716,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954445,lib42717,8_DR0401_Day 14_lib42717,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954446,lib42718,8_DR0401_Day 14_lib42718,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954447,lib42719,8_DR0401_Day 14_lib42719,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954448,lib42720,8_DR0401_Day 14_lib42720,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954449,lib42721,8_DR0401_Day 14_lib42721,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954451,lib42723,8_DR0401_Day 14_lib42723,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954453,lib42725,8_DR0401_Day 14_lib42725,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954454,lib42726,8_DR0401_Day 14_lib42726,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954455,lib42727,8_DR0401_Day 14_lib42727,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954456,lib42728,8_DR0401_Day 14_lib42728,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954457,lib42729,8_DR0401_Day 14_lib42729,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954458,lib42730,8_DR0401_Day 14_lib42730,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954459,lib42731,8_DR0401_Day 14_lib42731,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954460,lib42732,8_DR0401_Day 14_lib42732,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954461,lib42733,8_DR0401_Day 14_lib42733,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954462,lib42734,8_DR0401_Day 14_lib42734,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954463,lib42735,8_DR0401_Day 14_lib42735,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954464,lib42736,8_DR0401_Day 14_lib42736,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954466,lib42738,8_DR0401_Day 14_lib42738,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954467,lib42739,8_DR0401_Day 14_lib42739,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954468,lib42740,8_DR0401_Day 14_lib42740,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954469,lib42741,8_DR0401_Day 14_lib42741,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954470,lib42742,8_DR0401_Day 14_lib42742,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954472,lib42744,8_DR0401_Day 14_lib42744,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954473,lib42745,8_DR0401_Day 14_lib42745,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954474,lib42746,8_DR0401_Day 14_lib42746,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954475,lib42747,8_DR0401_Day 14_lib42747,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954477,lib42749,8_DR0401_Day 14_lib42749,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954478,lib42750,8_DR0401_Day 14_lib42750,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954479,lib42751,8_DR0401_Day 14_lib42751,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954481,lib42753,8_DR0401_Day 14_lib42753,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954482,lib42754,8_DR0401_Day 14_lib42754,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954483,lib42755,8_DR0401_Day 14_lib42755,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954484,lib42756,8_DR0401_Day 14_lib42756,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954485,lib42757,8_DR0401_Day 14_lib42757,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954486,lib42758,8_DR0401_Day 14_lib42758,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954487,lib42759,8_DR0401_Day 14_lib42759,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954488,lib42760,8_DR0401_Day 14_lib42760,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954489,lib42761,8_DR0401_Day 14_lib42761,8,Day 14,DR0401,CD4 T cell,TRUE,D14,8_D14
GSM7954491,lib42763,9_DR0401_Day 14_lib42763,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954492,lib42764,9_DR0401_Day 14_lib42764,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954494,lib42766,9_DR0401_Day 14_lib42766,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954495,lib42767,9_DR0401_Day 14_lib42767,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954496,lib42768,9_DR0401_Day 14_lib42768,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954497,lib42769,9_DR0401_Day 14_lib42769,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954498,lib42770,9_DR0401_Day 14_lib42770,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954499,lib42771,9_DR0401_Day 14_lib42771,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954500,lib42772,9_DR0401_Day 14_lib42772,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954501,lib42773,9_DR0401_Day 14_lib42773,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954502,lib42774,9_DR0401_Day 14_lib42774,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954505,lib42777,9_DR0401_Day 14_lib42777,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954507,lib42779,9_DR0401_Day 14_lib42779,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954508,lib42780,9_DR0401_Day 14_lib42780,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954509,lib42781,9_DR0401_Day 14_lib42781,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954510,lib42782,9_DR0401_Day 14_lib42782,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954511,lib42783,9_DR0401_Day 14_lib42783,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954512,lib42784,9_DR0401_Day 14_lib42784,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954513,lib42785,9_DR0401_Day 14_lib42785,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954514,lib42786,9_DR0401_Day 14_lib42786,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954515,lib42787,9_DR0401_Day 14_lib42787,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954516,lib42788,9_DR0401_Day 14_lib42788,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954519,lib42791,9_DR0401_Day 14_lib42791,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954521,lib42793,9_DR0401_Day 14_lib42793,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954522,lib42794,9_DR0401_Day 14_lib42794,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954523,lib42795,9_DR0401_Day 14_lib42795,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954525,lib42797,9_DR0401_Day 14_lib42797,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954526,lib42798,9_DR0401_Day 14_lib42798,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954527,lib42799,9_DR0401_Day 14_lib42799,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954528,lib42800,9_DR0401_Day 14_lib42800,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954529,lib42801,9_DR0401_Day 14_lib42801,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954530,lib42802,9_DR0401_Day 14_lib42802,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954531,lib42803,9_DR0401_Day 14_lib42803,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954532,lib42804,9_DR0401_Day 14_lib42804,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954535,lib42807,9_DR0401_Day 14_lib42807,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954536,lib42808,9_DR0401_Day 14_lib42808,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954537,lib42809,9_DR0401_Day 14_lib42809,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954538,lib42810,9_DR0401_Day 14_lib42810,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954539,lib42811,9_DR0401_Day 14_lib42811,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954540,lib42812,9_DR0401_Day 14_lib42812,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954541,lib42813,9_DR0401_Day 14_lib42813,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954542,lib42814,9_DR0401_Day 14_lib42814,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954543,lib42815,9_DR0401_Day 14_lib42815,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954544,lib42816,9_DR0401_Day 14_lib42816,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954545,lib42817,9_DR0401_Day 14_lib42817,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954546,lib42818,9_DR0401_Day 14_lib42818,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954548,lib42820,9_DR0401_Day 14_lib42820,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954549,lib42821,9_DR0401_Day 14_lib42821,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954550,lib42822,9_DR0401_Day 14_lib42822,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954551,lib42823,9_DR0401_Day 14_lib42823,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954554,lib42826,9_DR0401_Day 14_lib42826,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954555,lib42827,9_DR0401_Day 14_lib42827,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954556,lib42828,9_DR0401_Day 14_lib42828,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954557,lib42829,9_DR0401_Day 14_lib42829,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954558,lib42830,9_DR0401_Day 14_lib42830,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954559,lib42831,9_DR0401_Day 14_lib42831,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954560,lib42832,9_DR0401_Day 14_lib42832,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954561,lib42833,9_DR0401_Day 14_lib42833,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954562,lib42834,9_DR0401_Day 14_lib42834,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
GSM7954563,lib42835,9_DR0401_Day 14_lib42835,9,Day 14,DR0401,CD4 T cell,TRUE,D14,9_D14
